genre	track_id	tempo	key	key_confidence	duration	loudness	mode	mode_confidence	end_of_fade_in	start_of_fade_out	time_signature	bars_start_mean	bars_start_std	beats_start_mean	beats_start_std	sections_start_mean	sections_start_std	segments_loudness_max_mean	segments_loudness_max_std	segments_loudness_max_time_mean	segments_loudness_max_time_std	segments_loudness_start_mean	segments_loudness_start_std	segments_start_mean	segments_start_std	tatums_confidence_mean	tatums_confidence_std	tatums_start_mean	tatums_start_std
"Rap
"	TRAAAAW128F429D538	92.197999999999993	1	0.73599999999999999	218.93179000000001	-11.196999999999999	0	0.63600000000000001	0.247	218.93199999999999	4	108.16395614457832	62.868584889368925	108.98338398255814	63.061818752026845	94.041341000000003	70.045352618006916	-13.578341915550977	4.8225849688903226	0.05893665293511844	0.035085625724268911	-24.225858908341916	6.331949325705815	108.11402303810505	61.848122105245515	0.45573255813953484	0.29336522001092868	108.82449251453488	63.060462531395416
"Pop_Rock
"	TRAAABD128F429CF47	121.274	6	0.16900000000000001	148.03546	-9.843	0	0.42999999999999999	0.14799999999999999	137.91499999999999	4	71.968278904109596	41.677328192495494	73.200775371621617	42.245188849097154	57.537985555555551	44.149167132847126	-12.450609090909092	5.9573753081147691	0.054162745454545455	0.028941218996578803	-21.839992727272726	6.7528324311790433	72.893224763636383	42.074294357007233	0.6160084602368866	0.078065192046803136	73.201140795262276	42.174318980554787
"Pop_Rock
"	TRAAAEF128F4273421	119.29300000000001	0	0.751	233.40362999999999	-9.0129999999999999	1	0.749	0.0	217.124	4	115.9885320869565	66.791035388603774	116.74300803030303	67.083816897878023	102.65411454545455	71.311942516082539	-11.114934226552984	6.538180775037854	0.055603629719853845	0.038691518947560975	-17.199014616321559	6.8911074113114914	112.63520504263093	65.27401926529987	0.26019155844155845	0.086849069795888356	116.61743100649352	67.083904020572788
"Pop_Rock
"	TRAAAFD128F92F423A	129.738	2	0.091999999999999998	209.60607999999999	-4.5010000000000003	1	0.371	0.066000000000000003	198.69900000000001	4	101.83981909090912	58.648389424103641	102.53072054054054	59.181294767596327	94.652865555555579	72.303407900190535	-6.5131649331352151	3.9509418390543951	0.048579257057949479	0.06201989251443063	-12.156089153046063	5.6550112022741992	98.957415705794958	60.868797751225571	0.25752874859075536	0.14398723409259509	102.53091160090193	59.114879671965106
"Rap
"	TRAAAMQ128F1460CD3	111.78700000000001	1	0.0	114.78158999999999	-17.302	1	0.0	0.096000000000000002	114.782	1	56.886023686635944	33.422013114787568	56.886023686635944	33.422013114787568	39.651187499999999	37.236568166913138	-23.674648648648649	8.7269172803177515	0.080582536382536374	0.045798258841373903	-36.335781704781702	9.6160297958932759	56.21863027027026	33.149419292644815	0.286278801843318	0.2106969631674015	56.754003110599079	33.42014094811497
"Pop_Rock
"	TRAAARJ128F9320760	86.643000000000001	4	0.71699999999999997	269.81832000000003	-13.496	1	0.65200000000000002	5.2999999999999998	258.99000000000001	4	130.29672118279569	75.324664645672584	133.39984354330707	76.548336847848375	129.49089166666667	77.643646925785333	-16.500779605263158	6.3127898546185808	0.066299057017543864	0.074200129597089118	-21.778645833333332	6.7449137780604342	129.693292752193	75.210781938214851	0.17884766907419566	0.10197970347426696	133.5738185554826	76.498460659093965
"Pop_Rock
"	TRAAAVO128F93133D4	146.76499999999999	5	0.35399999999999998	218.77506	-10.021000000000001	0	0.48499999999999999	2.125	207.012	1	106.26844349999999	61.304679831154104	106.26844349999999	61.304679831154104	95.831518000000003	68.245428005866273	-11.886781115879829	4.4856245532882664	0.068815064377682408	0.058972365438125472	-16.887550786838343	4.5182281775067352	104.44791148783979	60.39555328289039	0.16967949951876807	0.071221720479671485	106.26855067372475	61.24575664863174
"RnB
"	TRAABJV128F1460C49	125.197	3	0.52400000000000002	307.38240000000002	-8.3460000000000001	1	0.53300000000000003	0.61199999999999999	296.65800000000002	3	152.58433264150943	87.981300099712413	153.30250675039244	88.118888371700137	147.47899153846154	95.986680097728296	-10.419097836312323	5.3316160035789357	0.039625926622765754	0.032499218458831886	-17.993997177798686	5.9611903256622396	152.47376342427091	86.127573811091793	0.46626196078431364	0.10082346639819265	153.3023511372549	88.188012759160273
"Pop_Rock
"	TRAABLR128F423B7E3	119.82599999999999	7	1.0	491.12770999999998	-8.5760000000000005	1	0.82899999999999996	0.0	486.03399999999999	4	246.67117772357722	141.16374266701334	247.83206583838387	141.89484993022177	236.85625235294117	159.0163102968811	-12.976754914004914	6.0773493980438031	0.046763513513513516	0.04950888982852733	-22.433305896805901	8.6243139129487112	242.37594347665851	138.15441760503117	0.43320393740535085	0.30484261263840079	247.83095691569915	141.96638917075376
"New Age
"	TRAABNV128F425CEE1	127.756	8	0.041000000000000002	228.59710000000001	-16.109999999999999	1	0.51600000000000001	0.223	217.42599999999999	5	111.5775101052631	64.40322364031266	112.28214439330543	64.81349627880634	118.64163583333332	69.898619264909598	-19.75109513742072	6.7397009760643547	0.035379989429175474	0.026824355017276959	-29.336292811839325	7.6917055751813601	102.8518920295983	64.171119163020023	0.43633821478382151	0.18374451474432132	112.28204426778242	64.813588440617153
"Pop_Rock
"	TRAABXG128F9318EBD	138.33099999999999	7	0.010999999999999999	165.69424000000001	-6.7869999999999999	1	0.56799999999999995	0.16200000000000001	157.39099999999999	4	79.671096847826092	46.152155497709018	80.325372432432431	46.410088164353468	66.986784999999998	51.148796885017738	-9.4129283333333333	4.5715307487241681	0.047104733333333336	0.035863452574948156	-16.03801	4.823206430709071	83.791770583333332	45.760392484837553	0.38667523680649535	0.091148676719436855	80.325089621109598	46.347289597172654
"Pop_Rock
"	TRAABYW128F4244559	110.38200000000001	11	0.80900000000000005	220.78648999999999	-8.5139999999999993	1	0.52100000000000002	0.20599999999999999	207.65600000000001	1	108.01089302798984	61.593300092421323	108.01089302798984	61.593300092421323	100.38989384615385	60.316328037575943	-12.715891304347828	5.4280696916636249	0.057591195652173924	0.038656522231184084	-21.262038647342997	5.2724350167406291	103.70437369565218	61.335323302404412	0.40728335451080055	0.23229321886858964	108.00977459974587	61.672576442480143
"Pop_Rock
"	TRAACER128F4290F96	166.86199999999999	7	0.38100000000000001	207.77751000000001	-4.2640000000000002	1	0.45300000000000001	0.060999999999999999	204.696	4	102.49710866197184	58.963770123237019	103.03664590909092	59.380435411532964	87.290180000000007	54.694966115437161	-6.1552211404728778	4.1413482730327926	0.055333337969401958	0.056832800381030252	-11.799269819193324	5.6804772311777798	98.980950194714893	59.175873616363809	0.23953234265734263	0.17092112850884097	102.94666697552447	59.380499186114825
"Pop_Rock
"	TRAACOW128F933E35F	95.956999999999994	8	0.56899999999999995	156.39465000000001	-18.050999999999998	1	0.495	0.56200000000000006	150.63399999999999	3	73.861617088607602	42.140877089641734	75.809886844262309	43.07248454976574	75.311207777777781	51.524272966642904	-20.746875576036867	4.7000371361610398	0.092060737327188946	0.088430764252473953	-28.589647465437785	6.4120906130603981	76.324648594470048	40.680637111002468	0.15627104722792606	0.14861420239507203	75.812123880903499	42.984844708072906
"RnB
"	TRAACPE128F421C1B9	110.18899999999999	6	0.38100000000000001	342.56934000000001	-11.939	1	0.53800000000000003	0.063	333.154	3	167.97499940886698	97.21726988157738	169.16776865599999	98.324553489363495	122.76324249999999	100.63909304558936	-17.352247491638796	7.8293859651978215	0.080251727982162749	0.075791167002262225	-23.565177257525082	8.5159759060847975	176.26748399108141	94.818816242316885	0.1303136	0.11714699507473507	169.03208176799995	98.323709193503802
"Pop_Rock
"	TRAACQT128F9331780	138.00700000000001	4	0.28299999999999997	484.62322	-15.335000000000001	0	0.36299999999999999	28.172000000000001	480.363	4	239.55423786231884	138.45855686191226	240.64082394213384	138.71070843328363	193.18668555555556	136.05425403905261	-19.97506517571885	8.8542292261586688	0.049319712460063898	0.051337107037296659	-25.67133162939297	10.266924654566521	230.81246863258787	137.27244551618537	0.28623101265822787	0.15985117817769537	240.74947177667266	138.71077926662409
"Pop_Rock
"	TRAACSL128F93462F4	130.09999999999999	10	0.254	164.80608000000001	-10.922000000000001	1	0.042000000000000003	0.0	156.17699999999999	1	78.603917894736838	45.55752106385907	78.603917894736838	45.55752106385907	71.113965999999991	59.11817151783319	-12.2650101010101	2.197644867320681	0.065662861952861959	0.040866594351582172	-18.482936026936027	3.9295269550142469	76.955431026936026	45.001035548360932	0.33119765739385071	0.20022983980916201	78.60376158125915	45.491227618855184
"Latin
"	TRAACZK128F4243829	189.64599999999999	9	0.72399999999999998	313.12934000000001	-9.5120000000000005	1	0.36399999999999999	0.0	307.68799999999999	3	150.84236361445784	89.068345775130581	151.16502048999999	89.436338378688276	98.674260000000004	77.850587443093644	-10.934589516678013	2.5318029124305474	0.047517406398910819	0.033139093700013243	-18.605946221919673	4.2669327569479627	151.76585481279781	87.563768394228816	0.21398250000000002	0.12972654776008649	151.242442415	89.439189776287108
"International
"	TRAADED128F42741FD	128.292	8	0.53200000000000003	303.09832	-8.8789999999999996	0	0.51600000000000001	0.067000000000000004	294.81799999999998	4	147.50451398734177	84.988411489358711	148.16227918622846	85.608147941716496	140.44679444444444	84.371137720593069	-13.549297405189622	8.7568636519780636	0.061018662674650691	0.053349561987699815	-21.854117764471059	8.9269717561239403	149.40661221556886	86.570824064325521	0.18927329678935004	0.15647895878181606	148.16257810493343	85.541725369072878
"Jazz
"	TRAADHS12903CE70A9	89.667000000000002	1	0.61099999999999999	456.30649	-19.478000000000002	1	0.54600000000000004	0.24099999999999999	451.315	4	224.63569880239518	129.38589310882475	227.04266591111113	130.30536349503052	260.64350058823533	135.10847848436754	-25.194867760617761	7.1236332800727906	0.038707847490347495	0.028134064800877674	-35.396708011583016	6.8177075699842087	224.54721225868727	131.36320878060457	0.32524287300999632	0.17949332889717023	227.2097803554239	130.3525927995633
"Folk
"	TRAADLX128F1469250	102.428	3	0.54400000000000004	190.48444000000001	-15.663	1	0.59599999999999997	0.25800000000000001	177.029	4	89.312576842105273	51.28294360395688	89.899993485342023	51.79815214186479	89.85577714285715	57.790523329479427	-20.236866541353383	5.3963439526680519	0.067570488721804517	0.071040525126771586	-26.816838345864664	5.5788022342259795	88.445918007518785	52.078365735093534	0.13848095756256801	0.10216429095751797	89.899722470076171	51.684965200806694
"Blues
"	TRAADMH128F9343E59	89.983999999999995	2	0.0	277.78566999999998	-6.944	1	0.0	0.23999999999999999	267.45299999999997	4	136.94166902912622	79.281279360820037	138.60842795673076	80.05467003267897	105.28226000000001	81.305571343983885	-10.67578640776699	6.3544312376780319	0.047306077669902913	0.02863036991906855	-21.509807766990289	7.9201907677781307	135.09768209708736	80.106825372062545	0.83293622141997603	0.15341996043412739	138.60839030084236	79.958590926591313
"Pop_Rock
"	TRAADQX128F422B4CF	141.91900000000001	0	0.52200000000000002	175.72525999999999	-10.93	1	0.47399999999999998	0.73399999999999999	168.69900000000001	4	85.285000297029711	49.295291065054137	86.130589312039319	49.6638351980111	82.623755000000003	59.931617037753888	-13.476403472931564	6.5129078936746421	0.027644790602655771	0.017212947992203482	-30.060018386108272	14.367835410588828	85.928897528089891	48.477258064479678	0.82609213759213751	0.20897139597614056	86.024880098280093	49.663924085753351
"Electronic
"	TRAADRN128F932D607	95.596000000000004	10	0.0050000000000000001	217.23383000000001	-9.4930000000000003	0	0.30499999999999999	1.042	213.49600000000001	4	107.28441779069769	62.354689351150753	108.53864194202897	62.536312999005254	108.05993222222224	73.539953106551351	-13.439606017191975	7.5730375192133863	0.077226060171919769	0.11365355843310147	-18.35207593123209	9.0071506422365442	110.41730802292263	60.330468948691617	0.10092748368382884	0.055399771640992343	108.38192977519941	62.491677880623705
"Jazz
"	TRAADYB128F92D7E73	86.090999999999994	7	0.39100000000000001	251.42812000000001	-12.009	1	0.31900000000000001	0.070999999999999994	237.59800000000001	5	124.26659942857142	70.625140119593922	125.99135913649023	72.4243113496956	96.729715555555558	77.238387950009695	-15.45659639233371	6.4515899301085362	0.050913258173618942	0.05751651919842992	-23.543042841037206	6.8301511317792087	126.32074290868094	70.266996931469052	0.41130511627906979	0.18347891817776818	125.99298106046513	72.290392833305788
"Pop_Rock
"	TRAAEAM128F934B199	133.14400000000001	11	0.64100000000000001	206.05341999999999	-11.506	0	0.59699999999999998	0.0	206.053	1	101.03541284482758	59.643024577715593	101.03541284482758	59.643024577715593	95.148961999999983	60.84779217206863	-13.158955151515149	2.8565364862683889	0.061493393939393938	0.039966878458209579	-18.069271515151517	3.3287195217927827	98.760088860606075	57.897089561973033	0.16432146709816611	0.15886593848522912	101.03323647249191	59.579041473378041
